year,month,day_of_week,day_night,accident_severity,accident_type,killed,severly_injured,lightly_injured,injured_pedestrians,casualties_ages_0-19,casualties_ages_20-64,casualties_ages_65_plus,total_casualties,vehicle_count,drivers,road_type,localization_quality,settlement,road1,location,road2,road3,road4,source_road
2003,February,Friday,Night,Light,Front to rear collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,February,Tuesday,Night,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,April,Sunday,Night,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,5720.0,,,4
2003,July,Saturday,Night,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,January,Wednesday,Night,Light,Front to rear collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,April,Monday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,September,Wednesday,Night,Light,Front to side collision,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,February,Monday,Night,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,5613.0,,,4
2003,December,Monday,Night,Light,Front to rear collision,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,8510.0,,,4
2003,November,Sunday,Night,Light,Front to rear collision,0.0,0.0,4.0,0.0,3.0,1.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,November,Sunday,Night,Light,Front to rear collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,5720.0,,,4
2003,November,Sunday,Night,Light,Hit an object,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,Junction,Exact,,4.0,,75.0,,,4
2003,March,Thursday,Night,Light,Hit an object,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,Junction,Exact,,4.0,,85.0,,,4
2003,March,Wednesday,Night,Light,Pedestrian,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,Junction,Exact,,4.0,,,,,4
2003,March,Friday,Night,Light,Front to side collision,0.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,2.0,2.0,Junction,Exact,,4.0,,75.0,,,4
2003,October,Saturday,Night,Severe,Front to side collision,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,November,Saturday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,Junction,Exact,,4.0,,,,,4
2003,July,Friday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,March,Saturday,Night,Light,Front to rear collision,0.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,3.0,3.0,Junction,Exact,,4.0,,5701.0,,,4
2003,February,Thursday,Night,Light,Front to side collision,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,65.0,,,4
2003,January,Tuesday,Night,Light,Front to side collision,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,August,Tuesday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,65.0,,,4
2003,September,Monday,Night,Light,Front to rear collision,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,July,Thursday,Night,Light,Side to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,January,Wednesday,Night,Light,Front to rear collision,0.0,0.0,6.0,0.0,5.0,1.0,0.0,6.0,2.0,2.0,Junction,Exact,,4.0,,752.0,,,4
2003,February,Friday,Night,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,65.0,,,4
2003,July,Tuesday,Night,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,August,Saturday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,September,Friday,Night,Light,Front to side collision,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,Junction,Exact,,4.0,,79.0,,,4
2003,May,Wednesday,Night,Light,Front to rear collision,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,April,Saturday,Night,Severe,Front to side collision,0.0,5.0,1.0,0.0,0.0,6.0,0.0,6.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,December,Saturday,Night,Light,Hit an object,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,Junction,Exact,,4.0,,,,,4
2003,March,Saturday,Night,Light,Roll over,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Junction,Exact,,4.0,,752.0,,,4
2003,July,Saturday,Night,Light,Front to side collision,0.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,2.0,2.0,Junction,Exact,,4.0,,57.0,,,4
2003,September,Saturday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,March,Tuesday,Night,Fatal,Front to side collision,2.0,2.0,1.0,0.0,2.0,3.0,0.0,5.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,January,Tuesday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,April,Monday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,653.0,,,4
2003,December,Sunday,Night,Fatal,Side to side collision,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,8915.0,,,4
2003,December,Sunday,Night,Light,Front to rear collision,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,75.0,,,4
2003,January,Wednesday,Night,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,79.0,,,4
2003,October,Friday,Day,Severe,Front to side collision,0.0,1.0,6.0,0.0,2.0,5.0,0.0,7.0,3.0,3.0,Junction,Exact,,4.0,,65.0,,,4
2003,October,Sunday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,Junction,Exact,,4.0,,581.0,,,4
2003,August,Monday,Day,Light,Front to rear collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,771.0,,,4
2003,September,Tuesday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,581.0,,,4
2003,November,Thursday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,February,Tuesday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,January,Wednesday,Day,Light,Front to rear collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,57.0,,,4
2003,September,Monday,Day,Light,Front to side collision,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,January,Tuesday,Day,Light,Front to rear collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,November,Tuesday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,57.0,,,4
2003,September,Tuesday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,January,Monday,Day,Light,Side to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,March,Monday,Day,Fatal,Front to side collision,1.0,0.0,4.0,0.0,1.0,4.0,0.0,5.0,2.0,2.0,Junction,Exact,,4.0,,8510.0,,,4
2003,December,Friday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,September,Monday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,57.0,,,4
2003,June,Thursday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,January,Sunday,Day,Severe,Front to side collision,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,January,Sunday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,December,Sunday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,February,Thursday,Day,Light,Front end collision,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,Junction,Exact,,4.0,,79.0,,,4
2003,October,Wednesday,Day,Light,Side to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,Junction,Exact,,4.0,,,,,4
2003,January,Sunday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,8611.0,,,4
2003,May,Friday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,February,Monday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,November,Tuesday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,Junction,Exact,,4.0,,721.0,,,4
2003,April,Monday,Day,Severe,Front to side collision,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,Junction,Exact,,4.0,,79.0,,,4
2003,May,Saturday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,5613.0,,,4
2003,January,Tuesday,Day,Light,Front to rear collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,752.0,,,4
2003,May,Saturday,Day,Light,Hit an object,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,February,Wednesday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,581.0,,,4
2003,September,Monday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,November,Tuesday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,November,Friday,Day,Light,Front to side collision,0.0,0.0,6.0,0.0,1.0,5.0,0.0,6.0,2.0,2.0,Junction,Exact,,4.0,,57.0,,,4
2003,April,Thursday,Day,Light,Front to rear collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,Junction,Exact,,4.0,,65.0,,,4
2003,April,Saturday,Day,Light,Front to side collision,0.0,0.0,6.0,0.0,0.0,3.0,3.0,6.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,February,Wednesday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,581.0,,,4
2003,November,Saturday,Day,Light,Front to side collision,0.0,0.0,9.0,0.0,0.0,5.0,4.0,9.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,May,Sunday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,2.0,,4.0,23.0,,4
2003,March,Sunday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,653.0,,,4
2003,October,Tuesday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,January,Sunday,Day,Severe,Pedestrian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Junction,Exact,,4.0,,,,,4
2003,June,Monday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,March,Saturday,Day,Light,Hit an object,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,Junction,Exact,,4.0,,653.0,,,4
2003,April,Friday,Day,Fatal,Front to side collision,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,22.0,,,4
2003,September,Monday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,April,Tuesday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,June,Monday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,January,Wednesday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,581.0,,,4
2003,March,Thursday,Day,Light,Front to rear collision,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,Junction,Exact,,4.0,,651.0,,,4
2003,September,Saturday,Day,Light,Front end collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,7025.0,,,4
2003,August,Monday,Day,Light,Front to rear collision,0.0,0.0,9.0,0.0,0.0,8.0,1.0,9.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,March,Tuesday,Day,Light,Side to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,October,Sunday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,February,Friday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,August,Saturday,Day,Light,Front end collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,65.0,,,4
2003,November,Tuesday,Day,Light,Side to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,August,Friday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,Junction,Exact,,4.0,,721.0,,,4
2003,March,Sunday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,April,Saturday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,November,Saturday,Day,Light,Side to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,2.0,,4.0,23.0,,4
2003,February,Saturday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,2.0,,4.0,23.0,,4
2003,July,Sunday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,November,Wednesday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,October,Sunday,Day,Light,Front to rear collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,December,Monday,Day,Light,Front to rear collision,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,Junction,Exact,,4.0,,,,,4
2003,July,Sunday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,6511.0,,,4
2003,February,Saturday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,721.0,,,4
2003,August,Saturday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,Junction,Exact,,4.0,,8510.0,,,4
2003,August,Monday,Day,Severe,Front to side collision,0.0,2.0,2.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,Junction,Exact,,4.0,,85.0,,,4
2003,July,Saturday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,January,Saturday,Day,Light,Front to side collision,0.0,0.0,5.0,0.0,1.0,4.0,0.0,5.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,November,Sunday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,May,Wednesday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,January,Sunday,Day,Light,Front to rear collision,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,November,Saturday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,March,Sunday,Day,Light,Front to rear collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,65.0,,,4
2003,February,Saturday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,5720.0,,,4
2003,July,Thursday,Day,Light,Side to side collision,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,Junction,Exact,,4.0,,67.0,,,4
2003,September,Wednesday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,8611.0,,,4
2003,March,Friday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,721.0,,,4
2003,February,Wednesday,Day,Severe,Front to rear collision,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,Junction,Exact,,4.0,,8510.0,,,4
2003,March,Tuesday,Day,Light,Hit an object,0.0,0.0,5.0,0.0,2.0,3.0,0.0,5.0,1.0,1.0,Junction,Exact,,4.0,,6531.0,,,4
2003,November,Monday,Day,Light,Other,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,April,Saturday,Day,Severe,Hit an object,0.0,1.0,3.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,Junction,Exact,,4.0,,651.0,,,4
2003,November,Friday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,Junction,Exact,,2.0,,4.0,23.0,,4
2003,June,Saturday,Day,Light,Front to side collision,0.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,April,Saturday,Day,Severe,Front to rear collision,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,752.0,,,4
2003,May,Saturday,Day,Severe,Pedestrian,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Junction,Exact,,4.0,,,,,4
2003,November,Wednesday,Day,Light,Front to side collision,0.0,0.0,5.0,0.0,1.0,4.0,0.0,5.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,May,Sunday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,Junction,Exact,,4.0,,,,,4
2003,November,Saturday,Day,Light,Front to rear collision,0.0,0.0,5.0,0.0,3.0,2.0,0.0,5.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,August,Monday,Day,Light,Front to side collision,0.0,0.0,9.0,0.0,2.0,7.0,0.0,9.0,4.0,4.0,Junction,Exact,,4.0,,5613.0,,,4
2003,March,Saturday,Day,Light,Front to side collision,0.0,0.0,6.0,0.0,1.0,5.0,0.0,6.0,2.0,2.0,Junction,Exact,,4.0,,75.0,,,4
2003,October,Saturday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,September,Tuesday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,7111.0,,,4
2003,July,Sunday,Day,Severe,Front to side collision,0.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,July,Thursday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,2.0,,4.0,23.0,,4
2003,February,Saturday,Day,Severe,Front to side collision,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,Junction,Exact,,4.0,,75.0,,,4
2003,December,Friday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,89.0,,,4
2003,February,Friday,Day,Light,Front to rear collision,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,January,Friday,Day,Light,Hit an object,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Junction,Exact,,4.0,,,,,4
2003,December,Thursday,Day,Severe,Slip,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Junction,Exact,,4.0,,,,,4
2003,April,Monday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,May,Friday,Day,Light,Front to side collision,0.0,0.0,7.0,0.0,1.0,6.0,0.0,7.0,4.0,4.0,Junction,Exact,,4.0,,,,,4
2003,September,Monday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,5720.0,,,4
2003,May,Saturday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,Junction,Exact,,4.0,,,,,4
2003,October,Saturday,Day,Light,Front to side collision,0.0,0.0,6.0,0.0,4.0,2.0,0.0,6.0,2.0,2.0,Junction,Exact,,4.0,,65.0,,,4
2003,June,Saturday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,Junction,Exact,,4.0,,6511.0,,,4
2003,September,Sunday,Day,Light,Front to side collision,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,57.0,,,4
2003,November,Tuesday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,Junction,Exact,,4.0,,6531.0,,,4
2003,November,Saturday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,July,Saturday,Day,Light,Front to rear collision,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,December,Monday,Day,Severe,Roll over,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Junction,Exact,,4.0,,8510.0,,,4
2003,May,Sunday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,February,Saturday,Day,Light,Front to rear collision,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,August,Thursday,Day,Light,Front to side collision,0.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,June,Thursday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,651.0,,,4
2003,July,Saturday,Day,Light,Front to side collision,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,Junction,Exact,,4.0,,57.0,,,4
2003,October,Thursday,Day,Light,Front to side collision,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,Junction,Exact,,4.0,,57.0,,,4
2003,March,Tuesday,Day,Light,Front to rear collision,0.0,0.0,4.0,0.0,0.0,3.0,1.0,4.0,3.0,3.0,Junction,Exact,,4.0,,653.0,,,4
2003,September,Thursday,Day,Light,Front to side collision,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Junction,Exact,,4.0,,85.0,,,4
2003,March,Tuesday,Day,Light,Front to side collision,0.0,0.0,11.0,0.0,0.0,11.0,0.0,11.0,2.0,2.0,Junction,Exact,,4.0,,,,,4
2003,August,Thursday,Day,Severe,Front to side collision,0.0,2.0,4.0,0.0,4.0,2.0,0.0,6.0,2.0,2.0,Junction,Exact,,4.0,,8510.0,,,4
