location,year,total,fatal,severe,light
98.0,2014.0,1.0,0.0,1.0,0.0
98.0,2016.0,4.0,2.0,0.0,2.0
98.0,2017.0,5.0,1.0,0.0,4.0
98.0,2018.0,1.0,0.0,0.0,1.0
98.0,2019.0,3.0,0.0,2.0,1.0
98.0,2021.0,4.0,0.0,2.0,2.0
98.1,2006.0,2.0,0.0,2.0,0.0
98.1,2009.0,1.0,0.0,0.0,1.0
98.1,2019.0,1.0,0.0,1.0,0.0
98.1,2022.0,1.0,0.0,0.0,1.0
98.2,2008.0,1.0,0.0,0.0,1.0
98.3,2003.0,1.0,0.0,0.0,1.0
98.3,2004.0,1.0,0.0,1.0,0.0
98.3,2005.0,4.0,0.0,0.0,4.0
98.3,2006.0,3.0,1.0,0.0,2.0
98.3,2007.0,4.0,0.0,0.0,4.0
98.3,2008.0,5.0,0.0,0.0,5.0
98.3,2009.0,5.0,0.0,0.0,5.0
98.3,2010.0,6.0,0.0,0.0,6.0
98.3,2011.0,7.0,0.0,0.0,7.0
98.3,2012.0,7.0,0.0,0.0,7.0
98.3,2013.0,2.0,0.0,0.0,2.0
98.3,2014.0,2.0,0.0,2.0,0.0
98.3,2015.0,1.0,0.0,0.0,1.0
98.3,2016.0,2.0,0.0,0.0,2.0
98.3,2018.0,3.0,0.0,0.0,3.0
98.3,2019.0,2.0,0.0,1.0,1.0
98.3,2020.0,2.0,0.0,1.0,1.0
98.5,2003.0,1.0,0.0,1.0,0.0
98.5,2008.0,1.0,0.0,1.0,0.0
98.5,2009.0,1.0,0.0,0.0,1.0
98.5,2010.0,2.0,0.0,0.0,2.0
98.6,2008.0,1.0,0.0,1.0,0.0
98.7,2007.0,2.0,0.0,1.0,1.0
98.7,2013.0,1.0,0.0,0.0,1.0
98.8,2006.0,1.0,0.0,0.0,1.0
98.8,2010.0,1.0,0.0,0.0,1.0
98.8,2019.0,1.0,0.0,0.0,1.0
98.9,2011.0,1.0,0.0,0.0,1.0
99.0,2003.0,1.0,0.0,1.0,0.0
99.0,2004.0,2.0,0.0,1.0,1.0
99.0,2007.0,2.0,0.0,0.0,2.0
99.0,2010.0,3.0,0.0,0.0,3.0
99.0,2011.0,2.0,0.0,0.0,2.0
99.0,2012.0,1.0,0.0,0.0,1.0
99.0,2013.0,1.0,0.0,0.0,1.0
99.0,2014.0,5.0,1.0,2.0,2.0
99.0,2017.0,3.0,0.0,1.0,2.0
99.0,2019.0,1.0,0.0,0.0,1.0
99.0,2020.0,3.0,2.0,1.0,0.0
99.0,2021.0,1.0,1.0,0.0,0.0
99.1,2004.0,4.0,0.0,2.0,2.0
99.1,2005.0,1.0,0.0,0.0,1.0
99.1,2007.0,1.0,0.0,0.0,1.0
99.2,2003.0,4.0,0.0,0.0,4.0
99.2,2004.0,2.0,0.0,0.0,2.0
99.2,2005.0,4.0,0.0,0.0,4.0
99.2,2008.0,1.0,0.0,0.0,1.0
99.2,2012.0,1.0,0.0,0.0,1.0
99.2,2016.0,2.0,0.0,0.0,2.0
99.3,2022.0,1.0,0.0,1.0,0.0
99.4,2005.0,1.0,0.0,1.0,0.0
99.4,2019.0,1.0,0.0,0.0,1.0
99.4,2020.0,1.0,0.0,0.0,1.0
99.5,2013.0,1.0,0.0,1.0,0.0
99.8,2004.0,1.0,0.0,0.0,1.0
99.8,2019.0,1.0,0.0,0.0,1.0
99.8,2021.0,2.0,0.0,0.0,2.0
99.9,2013.0,1.0,0.0,1.0,0.0
99.9,2015.0,1.0,0.0,0.0,1.0
100.0,2003.0,1.0,0.0,0.0,1.0
100.0,2004.0,3.0,0.0,0.0,3.0
100.0,2005.0,6.0,1.0,1.0,4.0
100.0,2006.0,5.0,0.0,0.0,5.0
100.0,2007.0,1.0,0.0,0.0,1.0
100.0,2008.0,6.0,0.0,0.0,6.0
100.0,2009.0,9.0,1.0,1.0,7.0
100.0,2010.0,16.0,0.0,1.0,15.0
100.0,2011.0,5.0,0.0,2.0,3.0
100.0,2012.0,3.0,0.0,0.0,3.0
100.0,2013.0,7.0,1.0,1.0,5.0
100.0,2014.0,5.0,0.0,1.0,4.0
100.0,2015.0,6.0,0.0,2.0,4.0
100.0,2016.0,6.0,0.0,1.0,5.0
100.0,2017.0,2.0,0.0,0.0,2.0
100.0,2018.0,2.0,0.0,0.0,2.0
100.0,2019.0,5.0,0.0,1.0,4.0
100.0,2020.0,2.0,0.0,0.0,2.0
100.0,2021.0,1.0,0.0,0.0,1.0
100.1,2003.0,3.0,1.0,0.0,2.0
100.1,2004.0,1.0,0.0,0.0,1.0
100.1,2006.0,2.0,0.0,0.0,2.0
100.1,2007.0,1.0,0.0,0.0,1.0
100.1,2010.0,1.0,0.0,0.0,1.0
100.1,2021.0,1.0,1.0,0.0,0.0
100.2,2003.0,2.0,0.0,0.0,2.0
100.2,2004.0,1.0,0.0,1.0,0.0
100.2,2008.0,1.0,0.0,0.0,1.0
100.2,2011.0,1.0,0.0,0.0,1.0
100.2,2012.0,2.0,0.0,1.0,1.0
100.2,2013.0,1.0,0.0,0.0,1.0
100.2,2014.0,1.0,0.0,0.0,1.0
100.2,2016.0,1.0,0.0,0.0,1.0
100.2,2017.0,1.0,0.0,0.0,1.0
100.2,2018.0,2.0,0.0,1.0,1.0
100.2,2021.0,1.0,0.0,0.0,1.0
100.3,2003.0,1.0,0.0,1.0,0.0
100.4,2005.0,1.0,0.0,0.0,1.0
100.4,2019.0,1.0,0.0,0.0,1.0
100.4,2020.0,1.0,0.0,0.0,1.0
100.5,2009.0,1.0,0.0,0.0,1.0
100.5,2010.0,1.0,0.0,0.0,1.0
100.5,2011.0,1.0,0.0,0.0,1.0
100.5,2016.0,1.0,0.0,0.0,1.0
100.5,2020.0,1.0,0.0,1.0,0.0
100.5,2021.0,1.0,0.0,1.0,0.0
100.6,2022.0,1.0,0.0,1.0,0.0
100.7,2004.0,1.0,0.0,1.0,0.0
100.7,2015.0,1.0,0.0,0.0,1.0
100.7,2021.0,1.0,0.0,1.0,0.0
100.0,2009.0,5.0,2.0,2.0,1.0
100.0,2010.0,1.0,0.0,0.0,1.0
100.0,2014.0,1.0,0.0,1.0,0.0
101.0,2004.0,1.0,0.0,1.0,0.0
101.0,2005.0,1.0,0.0,0.0,1.0
101.0,2006.0,3.0,0.0,0.0,3.0
101.0,2007.0,1.0,0.0,0.0,1.0
101.0,2008.0,2.0,0.0,1.0,1.0
101.0,2009.0,5.0,0.0,1.0,4.0
101.0,2010.0,4.0,0.0,0.0,4.0
101.0,2011.0,1.0,0.0,1.0,0.0
101.0,2013.0,2.0,0.0,0.0,2.0
101.0,2015.0,1.0,0.0,0.0,1.0
101.0,2016.0,1.0,0.0,1.0,0.0
101.0,2017.0,2.0,0.0,0.0,2.0
101.0,2018.0,1.0,0.0,0.0,1.0
101.0,2021.0,1.0,1.0,0.0,0.0
101.1,2003.0,2.0,0.0,0.0,2.0
101.1,2005.0,2.0,0.0,1.0,1.0
101.1,2008.0,2.0,0.0,0.0,2.0
101.1,2015.0,1.0,0.0,1.0,0.0
101.1,2018.0,1.0,0.0,0.0,1.0
101.2,2006.0,1.0,0.0,1.0,0.0
101.2,2018.0,1.0,0.0,0.0,1.0
101.5,2018.0,1.0,0.0,0.0,1.0
101.6,2005.0,1.0,0.0,0.0,1.0
101.7,2015.0,1.0,0.0,0.0,1.0
101.7,2016.0,1.0,0.0,0.0,1.0
101.7,2019.0,1.0,0.0,1.0,0.0
101.8,2003.0,1.0,1.0,0.0,0.0
101.9,2006.0,1.0,0.0,0.0,1.0
102.0,2004.0,3.0,0.0,1.0,2.0
102.0,2005.0,1.0,0.0,0.0,1.0
102.0,2006.0,1.0,0.0,0.0,1.0
102.0,2008.0,3.0,0.0,0.0,3.0
102.0,2009.0,5.0,0.0,0.0,5.0
102.0,2010.0,6.0,0.0,0.0,6.0
102.0,2011.0,4.0,0.0,1.0,3.0
102.0,2012.0,6.0,0.0,0.0,6.0
102.0,2013.0,4.0,0.0,0.0,4.0
102.0,2014.0,2.0,0.0,1.0,1.0
102.0,2016.0,1.0,0.0,1.0,0.0
102.0,2017.0,3.0,1.0,1.0,1.0
102.0,2020.0,1.0,0.0,0.0,1.0
102.1,2003.0,4.0,1.0,1.0,2.0
102.1,2005.0,2.0,0.0,0.0,2.0
102.1,2018.0,1.0,0.0,0.0,1.0
102.3,2007.0,1.0,0.0,0.0,1.0
102.4,2003.0,3.0,0.0,0.0,3.0
102.4,2004.0,5.0,0.0,0.0,5.0
102.4,2005.0,2.0,1.0,0.0,1.0
102.4,2006.0,4.0,0.0,1.0,3.0
102.4,2007.0,2.0,0.0,0.0,2.0
102.4,2008.0,7.0,0.0,0.0,7.0
102.4,2009.0,14.0,1.0,0.0,13.0
102.4,2010.0,1.0,0.0,0.0,1.0
102.4,2011.0,3.0,0.0,0.0,3.0
102.4,2012.0,1.0,0.0,0.0,1.0
102.4,2013.0,2.0,0.0,1.0,1.0
102.4,2014.0,3.0,0.0,1.0,2.0
102.4,2015.0,3.0,0.0,0.0,3.0
102.4,2016.0,1.0,0.0,0.0,1.0
102.4,2018.0,1.0,0.0,0.0,1.0
102.4,2020.0,1.0,0.0,0.0,1.0
102.5,2007.0,1.0,0.0,0.0,1.0
102.5,2019.0,1.0,0.0,1.0,0.0
102.6,2016.0,1.0,0.0,0.0,1.0
102.6,2017.0,1.0,0.0,0.0,1.0
102.6,2019.0,1.0,0.0,0.0,1.0
102.6,2021.0,2.0,0.0,0.0,2.0
102.8,2006.0,1.0,0.0,0.0,1.0
102.8,2007.0,1.0,0.0,0.0,1.0
102.8,2008.0,1.0,0.0,0.0,1.0
102.8,2009.0,4.0,0.0,1.0,3.0
102.8,2012.0,1.0,0.0,0.0,1.0
102.8,2013.0,2.0,0.0,0.0,2.0
102.8,2014.0,1.0,0.0,0.0,1.0
102.8,2019.0,1.0,0.0,0.0,1.0
102.9,2020.0,1.0,0.0,0.0,1.0
102.0,2008.0,1.0,0.0,0.0,1.0
102.0,2010.0,1.0,0.0,0.0,1.0
103.0,2004.0,1.0,1.0,0.0,0.0
103.0,2008.0,1.0,0.0,0.0,1.0
103.0,2009.0,2.0,0.0,0.0,2.0
103.0,2010.0,2.0,0.0,0.0,2.0
103.0,2011.0,3.0,1.0,1.0,1.0
103.0,2012.0,1.0,0.0,0.0,1.0
103.0,2017.0,2.0,0.0,0.0,2.0
103.0,2018.0,1.0,0.0,0.0,1.0
103.1,2003.0,1.0,0.0,0.0,1.0
103.1,2009.0,1.0,0.0,0.0,1.0
103.2,2004.0,1.0,0.0,0.0,1.0
103.2,2008.0,1.0,0.0,1.0,0.0
103.2,2009.0,1.0,0.0,0.0,1.0
103.2,2019.0,1.0,0.0,1.0,0.0
103.2,2021.0,1.0,0.0,0.0,1.0
103.4,2006.0,1.0,0.0,0.0,1.0
103.4,2008.0,1.0,0.0,0.0,1.0
103.5,2003.0,1.0,0.0,0.0,1.0
103.5,2005.0,1.0,0.0,0.0,1.0
103.5,2006.0,2.0,0.0,0.0,2.0
103.5,2007.0,1.0,0.0,1.0,0.0
103.5,2008.0,2.0,0.0,0.0,2.0
103.5,2009.0,3.0,0.0,0.0,3.0
103.5,2010.0,2.0,0.0,0.0,2.0
103.5,2011.0,1.0,0.0,0.0,1.0
103.5,2016.0,1.0,0.0,0.0,1.0
103.6,2006.0,1.0,0.0,1.0,0.0
103.7,2004.0,2.0,0.0,1.0,1.0
103.7,2005.0,1.0,1.0,0.0,0.0
103.8,2005.0,1.0,0.0,0.0,1.0
103.8,2006.0,1.0,0.0,0.0,1.0
103.8,2020.0,1.0,1.0,0.0,0.0
103.9,2011.0,1.0,0.0,0.0,1.0
103.9,2018.0,2.0,0.0,0.0,2.0
103.9,2021.0,1.0,0.0,0.0,1.0
104.0,2005.0,1.0,0.0,0.0,1.0
104.0,2008.0,1.0,0.0,1.0,0.0
104.0,2010.0,2.0,0.0,0.0,2.0
104.0,2011.0,2.0,0.0,0.0,2.0
104.0,2013.0,2.0,0.0,0.0,2.0
104.0,2014.0,1.0,0.0,0.0,1.0
104.0,2015.0,1.0,0.0,0.0,1.0
104.0,2017.0,3.0,0.0,2.0,1.0
104.0,2019.0,2.0,0.0,0.0,2.0
104.1,2003.0,1.0,0.0,0.0,1.0
104.1,2005.0,1.0,1.0,0.0,0.0
104.2,2004.0,1.0,0.0,0.0,1.0
104.3,2020.0,1.0,0.0,1.0,0.0
104.5,2006.0,1.0,0.0,0.0,1.0
104.5,2007.0,1.0,0.0,0.0,1.0
104.5,2009.0,1.0,0.0,0.0,1.0
104.5,2015.0,1.0,0.0,1.0,0.0
104.6,2007.0,2.0,0.0,0.0,2.0
104.6,2012.0,1.0,0.0,0.0,1.0
104.7,2012.0,1.0,0.0,0.0,1.0
104.8,2006.0,1.0,0.0,0.0,1.0
104.9,2004.0,1.0,0.0,1.0,0.0
104.9,2006.0,1.0,0.0,0.0,1.0
104.9,2015.0,2.0,0.0,0.0,2.0
104.9,2021.0,1.0,0.0,0.0,1.0
105.0,2003.0,1.0,0.0,1.0,0.0
105.0,2004.0,1.0,0.0,0.0,1.0
105.0,2005.0,1.0,0.0,0.0,1.0
105.0,2007.0,1.0,0.0,0.0,1.0
105.0,2008.0,1.0,0.0,1.0,0.0
105.0,2009.0,7.0,0.0,0.0,7.0
105.0,2010.0,6.0,0.0,1.0,5.0
105.0,2011.0,5.0,0.0,0.0,5.0
105.0,2012.0,3.0,1.0,0.0,2.0
105.0,2013.0,2.0,0.0,0.0,2.0
105.0,2014.0,4.0,0.0,2.0,2.0
105.0,2015.0,4.0,1.0,0.0,3.0
105.0,2016.0,2.0,0.0,1.0,1.0
105.0,2017.0,4.0,0.0,4.0,0.0
105.0,2018.0,5.0,0.0,2.0,3.0
105.0,2021.0,2.0,0.0,1.0,1.0
105.1,2003.0,2.0,0.0,0.0,2.0
105.1,2004.0,1.0,1.0,0.0,0.0
105.1,2006.0,1.0,0.0,0.0,1.0
105.1,2007.0,1.0,0.0,0.0,1.0
105.1,2008.0,1.0,0.0,0.0,1.0
105.3,2004.0,1.0,0.0,0.0,1.0
105.3,2019.0,1.0,0.0,0.0,1.0
105.5,2007.0,1.0,0.0,0.0,1.0
105.7,2018.0,1.0,0.0,0.0,1.0
105.8,2005.0,1.0,0.0,1.0,0.0
105.8,2006.0,1.0,0.0,0.0,1.0
105.8,2009.0,1.0,0.0,0.0,1.0
106.0,2005.0,3.0,0.0,0.0,3.0
106.0,2006.0,1.0,0.0,0.0,1.0
106.0,2007.0,1.0,0.0,0.0,1.0
106.0,2008.0,1.0,0.0,0.0,1.0
106.0,2009.0,2.0,0.0,0.0,2.0
106.0,2010.0,3.0,0.0,0.0,3.0
106.0,2012.0,3.0,0.0,1.0,2.0
106.0,2014.0,1.0,0.0,0.0,1.0
106.0,2015.0,1.0,0.0,0.0,1.0
106.0,2016.0,3.0,0.0,0.0,3.0
106.0,2017.0,3.0,1.0,2.0,0.0
106.0,2020.0,3.0,0.0,1.0,2.0
106.0,2021.0,1.0,0.0,1.0,0.0
106.1,2003.0,2.0,0.0,0.0,2.0
106.1,2005.0,1.0,0.0,0.0,1.0
106.1,2006.0,1.0,0.0,1.0,0.0
106.1,2014.0,2.0,1.0,1.0,0.0
106.2,2016.0,1.0,0.0,0.0,1.0
106.2,2018.0,1.0,0.0,0.0,1.0
106.3,2006.0,1.0,0.0,0.0,1.0
106.3,2013.0,1.0,1.0,0.0,0.0
106.4,2013.0,1.0,0.0,1.0,0.0
106.5,2005.0,1.0,0.0,1.0,0.0
106.5,2007.0,2.0,1.0,1.0,0.0
106.5,2008.0,1.0,1.0,0.0,0.0
106.5,2010.0,1.0,0.0,0.0,1.0
106.5,2015.0,1.0,0.0,0.0,1.0
106.5,2017.0,1.0,0.0,0.0,1.0
106.5,2018.0,1.0,0.0,1.0,0.0
106.5,2021.0,1.0,0.0,0.0,1.0
106.6,2019.0,1.0,0.0,1.0,0.0
106.7,2007.0,1.0,0.0,1.0,0.0
106.7,2014.0,1.0,0.0,0.0,1.0
106.8,2008.0,1.0,0.0,0.0,1.0
106.8,2009.0,1.0,0.0,0.0,1.0
106.8,2010.0,2.0,0.0,0.0,2.0
106.8,2011.0,1.0,0.0,0.0,1.0
106.8,2015.0,1.0,0.0,0.0,1.0
106.8,2020.0,1.0,0.0,1.0,0.0
106.9,2011.0,1.0,0.0,1.0,0.0
106.9,2015.0,1.0,0.0,0.0,1.0
106.9,2018.0,1.0,1.0,0.0,0.0
106.9,2021.0,1.0,0.0,1.0,0.0
106.0,2005.0,1.0,0.0,1.0,0.0
107.0,2006.0,1.0,0.0,0.0,1.0
107.0,2008.0,1.0,0.0,0.0,1.0
107.0,2009.0,3.0,0.0,1.0,2.0
107.0,2010.0,2.0,1.0,0.0,1.0
107.0,2011.0,4.0,0.0,1.0,3.0
107.0,2012.0,4.0,0.0,1.0,3.0
107.0,2013.0,5.0,0.0,0.0,5.0
107.0,2016.0,1.0,0.0,1.0,0.0
107.0,2017.0,3.0,0.0,1.0,2.0
107.0,2018.0,1.0,0.0,0.0,1.0
107.0,2019.0,1.0,0.0,0.0,1.0
107.0,2020.0,2.0,0.0,1.0,1.0
107.1,2003.0,2.0,1.0,1.0,0.0
107.1,2006.0,1.0,0.0,1.0,0.0
107.1,2018.0,1.0,0.0,1.0,0.0
107.2,2003.0,1.0,0.0,0.0,1.0
107.2,2021.0,1.0,0.0,1.0,0.0
107.3,2016.0,1.0,0.0,0.0,1.0
107.4,2019.0,1.0,0.0,0.0,1.0
107.5,2009.0,1.0,0.0,0.0,1.0
107.5,2015.0,1.0,0.0,0.0,1.0
107.8,2003.0,1.0,1.0,0.0,0.0
107.8,2007.0,1.0,0.0,0.0,1.0
107.9,2007.0,1.0,0.0,0.0,1.0
107.9,2021.0,1.0,1.0,0.0,0.0
108.0,2003.0,1.0,0.0,0.0,1.0
108.0,2004.0,5.0,0.0,0.0,5.0
108.0,2005.0,1.0,0.0,0.0,1.0
108.0,2006.0,5.0,0.0,0.0,5.0
108.0,2007.0,4.0,0.0,1.0,3.0
108.0,2008.0,6.0,0.0,1.0,5.0
108.0,2009.0,3.0,0.0,0.0,3.0
108.0,2011.0,1.0,0.0,0.0,1.0
108.0,2012.0,3.0,0.0,0.0,3.0
108.0,2013.0,2.0,0.0,0.0,2.0
108.0,2014.0,1.0,0.0,1.0,0.0
108.0,2015.0,1.0,0.0,1.0,0.0
108.0,2017.0,2.0,0.0,2.0,0.0
108.0,2018.0,1.0,0.0,0.0,1.0
108.0,2019.0,1.0,0.0,1.0,0.0
108.1,2005.0,2.0,0.0,1.0,1.0
108.1,2007.0,1.0,0.0,1.0,0.0
108.1,2008.0,1.0,0.0,0.0,1.0
108.1,2015.0,1.0,0.0,0.0,1.0
108.1,2016.0,1.0,0.0,1.0,0.0
108.2,2019.0,2.0,0.0,2.0,0.0
108.2,2020.0,2.0,0.0,0.0,2.0
108.3,2007.0,1.0,0.0,0.0,1.0
108.3,2019.0,1.0,0.0,1.0,0.0
108.4,2006.0,1.0,0.0,0.0,1.0
108.4,2007.0,1.0,1.0,0.0,0.0
108.4,2018.0,2.0,0.0,1.0,1.0
108.4,2019.0,1.0,0.0,0.0,1.0
108.5,2003.0,1.0,0.0,0.0,1.0
108.5,2005.0,1.0,0.0,1.0,0.0
108.5,2021.0,1.0,1.0,0.0,0.0
108.6,2006.0,1.0,0.0,1.0,0.0
108.7,2016.0,1.0,0.0,0.0,1.0
108.7,2021.0,1.0,0.0,0.0,1.0
108.8,2019.0,1.0,0.0,0.0,1.0
108.9,2008.0,1.0,1.0,0.0,0.0
108.9,2019.0,1.0,0.0,1.0,0.0
108.0,2004.0,4.0,0.0,0.0,4.0
108.0,2005.0,1.0,0.0,0.0,1.0
108.0,2006.0,2.0,0.0,0.0,2.0
108.0,2007.0,3.0,0.0,0.0,3.0
108.0,2008.0,5.0,1.0,0.0,4.0
108.0,2009.0,2.0,0.0,0.0,2.0
108.0,2010.0,1.0,0.0,0.0,1.0
109.0,2003.0,1.0,0.0,0.0,1.0
109.0,2012.0,5.0,1.0,2.0,2.0
109.0,2013.0,4.0,0.0,4.0,0.0
109.0,2014.0,3.0,0.0,0.0,3.0
109.0,2015.0,1.0,0.0,0.0,1.0
109.0,2016.0,1.0,0.0,0.0,1.0
109.0,2017.0,2.0,0.0,0.0,2.0
109.0,2021.0,1.0,1.0,0.0,0.0
109.1,2003.0,2.0,0.0,0.0,2.0
109.1,2004.0,1.0,0.0,0.0,1.0
109.1,2006.0,1.0,0.0,0.0,1.0
109.2,2003.0,1.0,0.0,0.0,1.0
109.2,2019.0,1.0,0.0,0.0,1.0
109.2,2020.0,2.0,0.0,0.0,2.0
109.3,2003.0,27.0,1.0,0.0,26.0
109.3,2004.0,22.0,1.0,2.0,19.0
109.3,2005.0,17.0,1.0,1.0,15.0
109.3,2006.0,28.0,0.0,4.0,24.0
109.3,2007.0,16.0,0.0,0.0,16.0
109.3,2008.0,14.0,0.0,3.0,11.0
109.3,2009.0,16.0,0.0,0.0,16.0
109.3,2010.0,10.0,1.0,0.0,9.0
109.3,2011.0,2.0,0.0,0.0,2.0
109.3,2013.0,3.0,0.0,1.0,2.0
109.3,2014.0,3.0,0.0,0.0,3.0
109.3,2015.0,3.0,0.0,1.0,2.0
109.3,2016.0,1.0,0.0,1.0,0.0
109.3,2017.0,2.0,0.0,0.0,2.0
109.3,2018.0,3.0,0.0,0.0,3.0
109.3,2019.0,9.0,0.0,3.0,6.0
109.3,2020.0,9.0,1.0,2.0,6.0
109.3,2021.0,8.0,0.0,2.0,6.0
109.4,2009.0,1.0,0.0,1.0,0.0
109.4,2011.0,1.0,0.0,0.0,1.0
109.4,2018.0,1.0,1.0,0.0,0.0
109.5,2006.0,1.0,0.0,0.0,1.0
109.5,2007.0,1.0,0.0,0.0,1.0
109.5,2009.0,1.0,0.0,0.0,1.0
109.8,2004.0,1.0,1.0,0.0,0.0
109.8,2020.0,1.0,0.0,1.0,0.0
109.9,2006.0,1.0,0.0,0.0,1.0
109.9,2009.0,1.0,0.0,0.0,1.0
109.0,2003.0,1.0,0.0,1.0,0.0
109.0,2005.0,1.0,0.0,0.0,1.0
110.0,2003.0,8.0,0.0,0.0,8.0
110.0,2004.0,2.0,0.0,0.0,2.0
110.0,2005.0,1.0,0.0,0.0,1.0
110.0,2006.0,1.0,0.0,0.0,1.0
110.0,2007.0,2.0,0.0,0.0,2.0
110.0,2008.0,1.0,0.0,0.0,1.0
110.0,2010.0,1.0,0.0,0.0,1.0
110.0,2011.0,4.0,0.0,1.0,3.0
110.0,2012.0,2.0,0.0,1.0,1.0
110.0,2013.0,1.0,0.0,0.0,1.0
110.0,2014.0,5.0,0.0,2.0,3.0
110.0,2015.0,4.0,0.0,2.0,2.0
110.0,2016.0,5.0,0.0,3.0,2.0
110.0,2017.0,3.0,0.0,1.0,2.0
110.0,2018.0,1.0,0.0,1.0,0.0
110.0,2019.0,2.0,0.0,1.0,1.0
110.0,2020.0,2.0,0.0,1.0,1.0
110.1,2003.0,1.0,0.0,0.0,1.0
110.1,2004.0,3.0,0.0,2.0,1.0
110.1,2005.0,1.0,1.0,0.0,0.0
110.1,2006.0,3.0,0.0,1.0,2.0
110.1,2007.0,1.0,0.0,0.0,1.0
110.1,2018.0,1.0,0.0,0.0,1.0
110.1,2020.0,1.0,0.0,1.0,0.0
110.2,2019.0,1.0,0.0,0.0,1.0
110.2,2020.0,1.0,0.0,1.0,0.0
110.4,2003.0,3.0,0.0,1.0,2.0
110.4,2004.0,2.0,0.0,0.0,2.0
110.4,2005.0,5.0,0.0,0.0,5.0
110.4,2006.0,6.0,0.0,0.0,6.0
110.4,2007.0,3.0,0.0,0.0,3.0
110.4,2008.0,9.0,1.0,0.0,8.0
110.4,2009.0,4.0,0.0,0.0,4.0
110.4,2010.0,3.0,0.0,0.0,3.0
110.4,2011.0,4.0,0.0,0.0,4.0
110.4,2012.0,1.0,0.0,0.0,1.0
110.4,2014.0,2.0,0.0,0.0,2.0
110.4,2016.0,2.0,0.0,1.0,1.0
110.4,2018.0,1.0,0.0,1.0,0.0
110.4,2019.0,1.0,0.0,0.0,1.0
110.4,2020.0,1.0,0.0,1.0,0.0
110.5,2005.0,1.0,0.0,1.0,0.0
110.5,2007.0,3.0,1.0,0.0,2.0
110.5,2008.0,2.0,0.0,1.0,1.0
110.5,2011.0,1.0,0.0,0.0,1.0
110.5,2015.0,1.0,1.0,0.0,0.0
110.6,2021.0,1.0,0.0,0.0,1.0
110.7,2008.0,1.0,0.0,0.0,1.0
110.7,2021.0,1.0,0.0,1.0,0.0
110.9,2018.0,1.0,0.0,0.0,1.0
110.9,2019.0,1.0,0.0,1.0,0.0
110.0,2003.0,3.0,0.0,0.0,3.0
110.0,2004.0,4.0,0.0,1.0,3.0
110.0,2005.0,1.0,0.0,0.0,1.0
110.0,2007.0,2.0,0.0,0.0,2.0
110.0,2008.0,2.0,0.0,0.0,2.0
110.0,2009.0,1.0,0.0,0.0,1.0
110.0,2010.0,3.0,1.0,0.0,2.0
111.0,2003.0,3.0,0.0,0.0,3.0
111.0,2004.0,2.0,1.0,0.0,1.0
111.0,2008.0,2.0,0.0,0.0,2.0
111.0,2010.0,1.0,0.0,0.0,1.0
111.0,2011.0,1.0,0.0,1.0,0.0
111.0,2012.0,4.0,0.0,0.0,4.0
111.0,2013.0,2.0,0.0,0.0,2.0
111.0,2014.0,2.0,1.0,0.0,1.0
111.0,2016.0,1.0,0.0,0.0,1.0
111.0,2017.0,3.0,0.0,0.0,3.0
111.0,2020.0,2.0,0.0,1.0,1.0
111.0,2021.0,2.0,0.0,0.0,2.0
111.1,2003.0,5.0,1.0,2.0,2.0
111.1,2004.0,1.0,0.0,1.0,0.0
111.1,2006.0,1.0,0.0,1.0,0.0
111.1,2007.0,2.0,0.0,0.0,2.0
111.1,2009.0,1.0,0.0,0.0,1.0
111.1,2015.0,1.0,0.0,1.0,0.0
111.1,2018.0,1.0,0.0,0.0,1.0
111.1,2020.0,1.0,0.0,0.0,1.0
111.2,2003.0,1.0,0.0,0.0,1.0
111.2,2008.0,1.0,0.0,0.0,1.0
111.2,2016.0,1.0,1.0,0.0,0.0
111.4,2007.0,1.0,0.0,0.0,1.0
111.4,2018.0,2.0,0.0,0.0,2.0
111.4,2019.0,1.0,0.0,1.0,0.0
111.4,2021.0,1.0,0.0,1.0,0.0
111.5,2003.0,1.0,0.0,0.0,1.0
111.5,2006.0,1.0,0.0,0.0,1.0
111.5,2015.0,1.0,0.0,1.0,0.0
111.5,2016.0,1.0,0.0,1.0,0.0
111.5,2021.0,1.0,1.0,0.0,0.0
111.6,2019.0,1.0,0.0,0.0,1.0
111.7,2014.0,1.0,0.0,1.0,0.0
111.8,2016.0,1.0,0.0,0.0,1.0
111.9,2018.0,1.0,0.0,1.0,0.0
111.0,2005.0,1.0,0.0,0.0,1.0
112.0,2003.0,2.0,0.0,0.0,2.0
112.0,2007.0,2.0,0.0,0.0,2.0
112.0,2009.0,1.0,1.0,0.0,0.0
112.0,2011.0,5.0,0.0,1.0,4.0
112.0,2012.0,7.0,0.0,3.0,4.0
112.0,2013.0,4.0,0.0,0.0,4.0
112.0,2014.0,4.0,0.0,1.0,3.0
112.0,2015.0,1.0,0.0,0.0,1.0
112.0,2016.0,1.0,0.0,0.0,1.0
112.0,2017.0,7.0,0.0,2.0,5.0
112.0,2018.0,5.0,0.0,3.0,2.0
112.0,2019.0,1.0,0.0,0.0,1.0
112.1,2003.0,1.0,0.0,0.0,1.0
112.1,2006.0,1.0,0.0,0.0,1.0
112.1,2009.0,1.0,0.0,0.0,1.0
112.2,2008.0,2.0,0.0,0.0,2.0
112.2,2019.0,1.0,1.0,0.0,0.0
112.3,2004.0,1.0,1.0,0.0,0.0
